,tweet,politican,party,retweet,tweet_web_r,ARI,DCR,TS,punct,token,lem_token
853,"In the great state of Texas, we support entrepreneurs, innovation, and jobs. If @elonmusk and @Tesla are ready to m… https://t.co/7stO2uC8wx",Cruz,R,False,"In the great state of Texas, we support entrepreneurs, innovation, and jobs. If @elonmusk and @Tesla are ready to m… ",6.4,8.08,8.08,In the great state of Texas we support entrepreneurs innovation and jobs If elonmusk and Tesla are ready to m… ,"['In', 'great', 'state', 'Texas', 'support', 'entrepreneurs', 'innovation', 'jobs', 'If', 'elonmusk', 'Tesla', 'ready', 'm…']","['In', 'great', 'state', 'Texas', 'support', 'entrepreneur', 'innovation', 'job', 'If', 'elonmusk', 'Tesla', 'ready', 'm…']"
854,NEW from @realDailyWire: Cruz to introduce legislation so governments withholding police protection are liable to p… https://t.co/4bqTJYR9Lq,Cruz,R,False,NEW from @realDailyWire: Cruz to introduce legislation so governments withholding police protection are liable to p… ,16.3,11.34,11.34,NEW from realDailyWire Cruz to introduce legislation so governments withholding police protection are liable to p… ,"['NEW', 'realDailyWire', 'Cruz', 'introduce', 'legislation', 'governments', 'withholding', 'police', 'protection', 'liable', 'p…']","['NEW', 'realDailyWire', 'Cruz', 'introduce', 'legislation', 'government', 'withholding', 'police', 'protection', 'liable', 'p…']"
855,This is welcome news among many recent announcements deepening the US-UK alliance. Our British allies play a critic… https://t.co/xLt0blMW07,Cruz,R,False,This is welcome news among many recent announcements deepening the US-UK alliance. Our British allies play a critic… ,9.0,9.35,9.35,This is welcome news among many recent announcements deepening the USUK alliance Our British allies play a critic… ,"['This', 'welcome', 'news', 'among', 'many', 'recent', 'announcements', 'deepening', 'USUK', 'alliance', 'Our', 'British', 'allies', 'play', 'critic…']","['This', 'welcome', 'news', 'among', 'many', 'recent', 'announcement', 'deepening', 'USUK', 'alliance', 'Our', 'British', 'ally', 'play', 'critic…']"
856,America is under attack from far-left domestic terrorists. We need leaders to stand up and defend American unapolog… https://t.co/824cQkkEZB,Cruz,R,False,America is under attack from far-left domestic terrorists. We need leaders to stand up and defend American unapolog… ,9.0,7.59,7.59,America is under attack from farleft domestic terrorists We need leaders to stand up and defend American unapolog… ,"['America', 'attack', 'farleft', 'domestic', 'terrorists', 'We', 'need', 'leaders', 'stand', 'defend', 'American', 'unapolog…']","['America', 'attack', 'farleft', 'domestic', 'terrorist', 'We', 'need', 'leader', 'stand', 'defend', 'American', 'unapolog…']"
857,"Another deadly weekend in Chicago.
 
When will Democratic leaders realize that demonizing, defunding, and delegitim… https://t.co/SyJBZ10M8M",Cruz,R,False,"Another deadly weekend in Chicago.
 
When will Democratic leaders realize that demonizing, defunding, and delegitim… ",18.1,13.85,13.85,"Another deadly weekend in Chicago
 
When will Democratic leaders realize that demonizing defunding and delegitim… ","['Another', 'deadly', 'weekend', 'Chicago', 'When', 'Democratic', 'leaders', 'realize', 'demonizing', 'defunding', 'delegitim…']","['Another', 'deadly', 'weekend', 'Chicago', 'When', 'Democratic', 'leader', 'realize', 'demonizing', 'defunding', 'delegitim…']"
858,Heartbreaking. Innocent New Yorkers continue to pay the price of @NYCMayor’s decision to turn his back on law enfor… https://t.co/uGKLDoIRWN,Cruz,R,False,Heartbreaking. Innocent New Yorkers continue to pay the price of @NYCMayor’s decision to turn his back on law enfor… ,12.4,10.4,10.4,Heartbreaking Innocent New Yorkers continue to pay the price of NYCMayor’s decision to turn his back on law enfor… ,"['Heartbreaking', 'Innocent', 'New', 'Yorkers', 'continue', 'pay', 'price', 'NYCMayor', '’', 'decision', 'turn', 'back', 'law', 'enfor…']","['Heartbreaking', 'Innocent', 'New', 'Yorkers', 'continue', 'pay', 'price', 'NYCMayor', '’', 'decision', 'turn', 'back', 'law', 'enfor…']"
859,Despicable. Leftist mob goes after grieving daughter paying tribute to her fallen father. This should be a time for… https://t.co/NYcyLHSeH8,Cruz,R,False,Despicable. Leftist mob goes after grieving daughter paying tribute to her fallen father. This should be a time for… ,7.6,9.09,9.09,Despicable Leftist mob goes after grieving daughter paying tribute to her fallen father This should be a time for… ,"['Despicable', 'Leftist', 'mob', 'goes', 'grieving', 'daughter', 'paying', 'tribute', 'fallen', 'father', 'This', 'time', 'for…']","['Despicable', 'Leftist', 'mob', 'go', 'grieving', 'daughter', 'paying', 'tribute', 'fallen', 'father', 'This', 'time', 'for…']"
860,.@dallasnews: China imposes sanctions on Ted Cruz over U.S. condemnation of human rights abuses https://t.co/o3X91AIhiu,Cruz,R,False,.@dallasnews: China imposes sanctions on Ted Cruz over U.S. condemnation of human rights abuses ,13.2,11.1,11.1,dallasnews China imposes sanctions on Ted Cruz over US condemnation of human rights abuses ,"['dallasnews', 'China', 'imposes', 'sanctions', 'Ted', 'Cruz', 'US', 'condemnation', 'human', 'rights', 'abuses']","['dallasnews', 'China', 'imposes', 'sanction', 'Ted', 'Cruz', 'US', 'condemnation', 'human', 'right', 'abuse']"
861,NEW from @seanhannity: Senator Ted Cruz will introduce new legislation in the days ahead holding local government o… https://t.co/r8ahFH2NPI,Cruz,R,False,NEW from @seanhannity: Senator Ted Cruz will introduce new legislation in the days ahead holding local government o… ,13.5,9.79,9.79,NEW from seanhannity Senator Ted Cruz will introduce new legislation in the days ahead holding local government o… ,"['NEW', 'seanhannity', 'Senator', 'Ted', 'Cruz', 'introduce', 'new', 'legislation', 'days', 'ahead', 'holding', 'local', 'government', 'o…']","['NEW', 'seanhannity', 'Senator', 'Ted', 'Cruz', 'introduce', 'new', 'legislation', 'day', 'ahead', 'holding', 'local', 'government', 'o…']"
862,The US has the full authority to invoke the UN snapback mechanism and restore international sanctions on Iran. The… https://t.co/1HkXRChtGl,Cruz,R,False,The US has the full authority to invoke the UN snapback mechanism and restore international sanctions on Iran. The… ,12.1,10.4,10.4,The US has the full authority to invoke the UN snapback mechanism and restore international sanctions on Iran The… ,"['The', 'US', 'full', 'authority', 'invoke', 'UN', 'snapback', 'mechanism', 'restore', 'international', 'sanctions', 'Iran', 'The…']","['The', 'US', 'full', 'authority', 'invoke', 'UN', 'snapback', 'mechanism', 'restore', 'international', 'sanction', 'Iran', 'The…']"
863,"""Chinese officials announced sanctions against Cruz...Cruz has been one of the most vocal critics of China in recen… https://t.co/07NfoVvSbx",Cruz,R,False,"""Chinese officials announced sanctions against Cruz...Cruz has been one of the most vocal critics of China in recen… ",13.5,10.67,10.67,Chinese officials announced sanctions against CruzCruz has been one of the most vocal critics of China in recen… ,"['Chinese', 'officials', 'announced', 'sanctions', 'CruzCruz', 'one', 'vocal', 'critics', 'China', 'recen…']","['Chinese', 'official', 'announced', 'sanction', 'CruzCruz', 'one', 'vocal', 'critic', 'China', 'recen…']"
864,".@TexasTribune: ""China announced Monday it is issuing sanctions against U.S. Sen. Ted Cruz, R-Texas, and four other… https://t.co/59Vq0h5P42",Cruz,R,False,".@TexasTribune: ""China announced Monday it is issuing sanctions against U.S. Sen. Ted Cruz, R-Texas, and four other… ",10.5,7.77,7.77,TexasTribune China announced Monday it is issuing sanctions against US Sen Ted Cruz RTexas and four other… ,"['TexasTribune', 'China', 'announced', 'Monday', 'issuing', 'sanctions', 'US', 'Sen', 'Ted', 'Cruz', 'RTexas', 'four', 'other…']","['TexasTribune', 'China', 'announced', 'Monday', 'issuing', 'sanction', 'US', 'Sen', 'Ted', 'Cruz', 'RTexas', 'four', 'other…']"
865,This is the right thing to do. The egregious human rights atrocities being committed by the Chinese Communist Party… https://t.co/2tj3rHH0IN,Cruz,R,False,This is the right thing to do. The egregious human rights atrocities being committed by the Chinese Communist Party… ,7.6,9.09,9.09,This is the right thing to do The egregious human rights atrocities being committed by the Chinese Communist Party… ,"['This', 'right', 'thing', 'The', 'egregious', 'human', 'rights', 'atrocities', 'committed', 'Chinese', 'Communist', 'Party…']","['This', 'right', 'thing', 'The', 'egregious', 'human', 'right', 'atrocity', 'committed', 'Chinese', 'Communist', 'Party…']"
866,"To answer @jillianmele’s question, I did not have plans to travel to Beijing, where the CCP commits egregious human… https://t.co/KPPRcJgjPk",Cruz,R,False,"To answer @jillianmele’s question, I did not have plans to travel to Beijing, where the CCP commits egregious human… ",12.4,9.57,9.57,To answer jillianmele’s question I did not have plans to travel to Beijing where the CCP commits egregious human… ,"['To', 'answer', 'jillianmele', '’', 'question', 'I', 'plans', 'travel', 'Beijing', 'CCP', 'commits', 'egregious', 'human…']","['To', 'answer', 'jillianmele', '’', 'question', 'I', 'plan', 'travel', 'Beijing', 'CCP', 'commits', 'egregious', 'human…']"
867,My response to the Chinese Communist Party’s announced sanctions ⤵ https://t.co/LqWkEWNh8T,Cruz,R,False,My response to the Chinese Communist Party’s announced sanctions ⤵ ,10.4,13.61,13.61,My response to the Chinese Communist Party’s announced sanctions ⤵ ,"['My', 'response', 'Chinese', 'Communist', 'Party', '’', 'announced', 'sanctions', '⤵']","['My', 'response', 'Chinese', 'Communist', 'Party', '’', 'announced', 'sanction', '⤵']"
868,I commend Dr. Li-Meng Yan's courage. The Chinese Communist Party is doing everything it can to cover up their respo… https://t.co/TEdDRoG5f7,Cruz,R,False,I commend Dr. Li-Meng Yan's courage. The Chinese Communist Party is doing everything it can to cover up their respo… ,4.7,7.92,7.92,I commend Dr LiMeng Yans courage The Chinese Communist Party is doing everything it can to cover up their respo… ,"['I', 'commend', 'Dr', 'LiMeng', 'Yans', 'courage', 'The', 'Chinese', 'Communist', 'Party', 'everything', 'cover', 'respo…']","['I', 'commend', 'Dr', 'LiMeng', 'Yans', 'courage', 'The', 'Chinese', 'Communist', 'Party', 'everything', 'cover', 'respo…']"
869,"ICYMI in @dcexaminer: ""Cruz is taking action &amp; introducing legislation allowing suits against local officials who f… https://t.co/ZkRijWOBh3",Cruz,R,False,"ICYMI in @dcexaminer: ""Cruz is taking action &amp; introducing legislation allowing suits against local officials who f… ",15.9,11.91,11.91,ICYMI in dcexaminer Cruz is taking action amp introducing legislation allowing suits against local officials who f… ,"['ICYMI', 'dcexaminer', 'Cruz', 'taking', 'action', 'amp', 'introducing', 'legislation', 'allowing', 'suits', 'local', 'officials', 'f…']","['ICYMI', 'dcexaminer', 'Cruz', 'taking', 'action', 'amp', 'introducing', 'legislation', 'allowing', 'suit', 'local', 'official', 'f…']"
870,Deeply saddened to hear of the passing of two @CityofMcAllen PD Officers who were killed in the line of duty today.… https://t.co/xoqWY5z41y,Cruz,R,False,Deeply saddened to hear of the passing of two @CityofMcAllen PD Officers who were killed in the line of duty today.… ,10.6,7.69,7.69,Deeply saddened to hear of the passing of two CityofMcAllen PD Officers who were killed in the line of duty today… ,"['Deeply', 'saddened', 'hear', 'passing', 'two', 'CityofMcAllen', 'PD', 'Officers', 'killed', 'line', 'duty', 'today…']","['Deeply', 'saddened', 'hear', 'passing', 'two', 'CityofMcAllen', 'PD', 'Officers', 'killed', 'line', 'duty', 'today…']"
871,"REMINDER: Democrats plan to ban fracking would:
-eliminate up to 14 million jobs
-increase household energy costs b… https://t.co/oz0YegSw7K",Cruz,R,False,"REMINDER: Democrats plan to ban fracking would:
-eliminate up to 14 million jobs
-increase household energy costs b… ",14.0,9.79,9.79,"REMINDER Democrats plan to ban fracking would
eliminate up to 14 million jobs
increase household energy costs b… ","['REMINDER', 'Democrats', 'plan', 'ban', 'fracking', 'would', 'eliminate', '14', 'million', 'jobs', 'increase', 'household', 'energy', 'costs', 'b…']","['REMINDER', 'Democrats', 'plan', 'ban', 'fracking', 'would', 'eliminate', '14', 'million', 'job', 'increase', 'household', 'energy', 'cost', 'b…']"
872,This week's #SCOTUS decisions were significant victories in the fight to protect religious liberty for each and eve… https://t.co/oxQ4e3WY4X,Cruz,R,False,This week's #SCOTUS decisions were significant victories in the fight to protect religious liberty for each and eve… ,13.5,8.92,8.92,This weeks SCOTUS decisions were significant victories in the fight to protect religious liberty for each and eve… ,"['This', 'weeks', 'SCOTUS', 'decisions', 'significant', 'victories', 'fight', 'protect', 'religious', 'liberty', 'eve…']","['This', 'week', 'SCOTUS', 'decision', 'significant', 'victory', 'fight', 'protect', 'religious', 'liberty', 'eve…']"
873,I appreciate @UTSA leadership &amp; #UTSA police taking such swift action to investigate criminal threats emanating fro… https://t.co/iwIzv56vj0,Cruz,R,False,I appreciate @UTSA leadership &amp; #UTSA police taking such swift action to investigate criminal threats emanating fro… ,15.9,10.98,10.98,I appreciate UTSA leadership amp UTSA police taking such swift action to investigate criminal threats emanating fro… ,"['I', 'appreciate', 'UTSA', 'leadership', 'amp', 'UTSA', 'police', 'taking', 'swift', 'action', 'investigate', 'criminal', 'threats', 'emanating', 'fro…']","['I', 'appreciate', 'UTSA', 'leadership', 'amp', 'UTSA', 'police', 'taking', 'swift', 'action', 'investigate', 'criminal', 'threat', 'emanating', 'fro…']"
874,.@dcexaminer: “Sen. Cruz is taking action and introducing legislation allowing suits against local officials who fa… https://t.co/F8MZA9rzqD,Cruz,R,False,.@dcexaminer: “Sen. Cruz is taking action and introducing legislation allowing suits against local officials who fa… ,16.3,11.34,11.34,dcexaminer “Sen Cruz is taking action and introducing legislation allowing suits against local officials who fa… ,"['dcexaminer', '“', 'Sen', 'Cruz', 'taking', 'action', 'introducing', 'legislation', 'allowing', 'suits', 'local', 'officials', 'fa…']","['dcexaminer', '“', 'Sen', 'Cruz', 'taking', 'action', 'introducing', 'legislation', 'allowing', 'suit', 'local', 'official', 'fa…']"
875,NEW from @TonyDLeonardi: Ted Cruz releases scathing video saying rioters target black communities. https://t.co/dyp5E08rIG,Cruz,R,False,NEW from @TonyDLeonardi: Ted Cruz releases scathing video saying rioters target black communities. ,16.3,11.57,11.57,NEW from TonyDLeonardi Ted Cruz releases scathing video saying rioters target black communities ,"['NEW', 'TonyDLeonardi', 'Ted', 'Cruz', 'releases', 'scathing', 'video', 'saying', 'rioters', 'target', 'black', 'communities']","['NEW', 'TonyDLeonardi', 'Ted', 'Cruz', 'release', 'scathing', 'video', 'saying', 'rioter', 'target', 'black', 'community']"
876,We will defend America against violent anarchists. https://t.co/5q9xgSqkTX,Cruz,R,False,We will defend America against violent anarchists. ,11.7,8.5,8.5,We will defend America against violent anarchists ,"['We', 'defend', 'America', 'violent', 'anarchists']","['We', 'defend', 'America', 'violent', 'anarchist']"
877,Thank you to #TX police officer Joshua Gonzalez for your bravery and for showing our country the good that can come… https://t.co/iUhfWVucYT,Cruz,R,False,Thank you to #TX police officer Joshua Gonzalez for your bravery and for showing our country the good that can come… ,10.6,6.93,6.93,Thank you to TX police officer Joshua Gonzalez for your bravery and for showing our country the good that can come… ,"['Thank', 'TX', 'police', 'officer', 'Joshua', 'Gonzalez', 'bravery', 'showing', 'country', 'good', 'come…']","['Thank', 'TX', 'police', 'officer', 'Joshua', 'Gonzalez', 'bravery', 'showing', 'country', 'good', 'come…']"
878,"This would be a mistake. Banning political ads would:
✅Silence the free speech of candidates, groups, &amp; Americans
✅… https://t.co/V6eJM3u847",Cruz,R,False,"This would be a mistake. Banning political ads would:
✅Silence the free speech of candidates, groups, &amp; Americans
✅… ",9.1,7.43,7.43,"This would be a mistake Banning political ads would
✅Silence the free speech of candidates groups amp Americans
✅… ","['This', 'would', 'mistake', 'Banning', 'political', 'ads', 'would', '✅Silence', 'free', 'speech', 'candidates', 'groups', 'amp', 'Americans', '✅…']","['This', 'would', 'mistake', 'Banning', 'political', 'ad', 'would', '✅Silence', 'free', 'speech', 'candidate', 'group', 'amp', 'Americans', '✅…']"
879,How are we supposed to trust universal mail-in ballots and universal voter registration when activist groups are se… https://t.co/MKUxQPkuH1,Cruz,R,False,How are we supposed to trust universal mail-in ballots and universal voter registration when activist groups are se… ,13.5,9.79,9.79,How are we supposed to trust universal mailin ballots and universal voter registration when activist groups are se… ,"['How', 'supposed', 'trust', 'universal', 'mailin', 'ballots', 'universal', 'voter', 'registration', 'activist', 'groups', 'se…']","['How', 'supposed', 'trust', 'universal', 'mailin', 'ballot', 'universal', 'voter', 'registration', 'activist', 'group', 'se…']"
880,"With another presidential election months away, I’m working in the Senate every day to hold #BigTech accountable to… https://t.co/doYSiQalcx",Cruz,R,False,"With another presidential election months away, I’m working in the Senate every day to hold #BigTech accountable to… ",13.5,8.92,8.92,With another presidential election months away I’m working in the Senate every day to hold BigTech accountable to… ,"['With', 'another', 'presidential', 'election', 'months', 'away', 'I', '’', 'working', 'Senate', 'every', 'day', 'hold', 'BigTech', 'accountable', 'to…']","['With', 'another', 'presidential', 'election', 'month', 'away', 'I', '’', 'working', 'Senate', 'every', 'day', 'hold', 'BigTech', 'accountable', 'to…']"
881,".@BillCassidy is right. As we heard from Dr. Epstein, #BigTech in 2016 shifted 2.6M+ votes toward Hilary Clinton &amp;… https://t.co/eSQME49WrK",Cruz,R,False,".@BillCassidy is right. As we heard from Dr. Epstein, #BigTech in 2016 shifted 2.6M+ votes toward Hilary Clinton &amp;… ",6.8,8.1,8.1,BillCassidy is right As we heard from Dr Epstein BigTech in 2016 shifted 26M votes toward Hilary Clinton amp… ,"['BillCassidy', 'right', 'As', 'heard', 'Dr', 'Epstein', 'BigTech', '2016', 'shifted', '26M', 'votes', 'toward', 'Hilary', 'Clinton', 'amp…']","['BillCassidy', 'right', 'As', 'heard', 'Dr', 'Epstein', 'BigTech', '2016', 'shifted', '26M', 'vote', 'toward', 'Hilary', 'Clinton', 'amp…']"
882,Much-needed move by the Trump administration. We must continue to hold Chinese government officials accountable for… https://t.co/acoWhTSTGy,Cruz,R,False,Much-needed move by the Trump administration. We must continue to hold Chinese government officials accountable for… ,12.3,9.95,9.95,Muchneeded move by the Trump administration We must continue to hold Chinese government officials accountable for… ,"['Muchneeded', 'move', 'Trump', 'administration', 'We', 'must', 'continue', 'hold', 'Chinese', 'government', 'officials', 'accountable', 'for…']","['Muchneeded', 'move', 'Trump', 'administration', 'We', 'must', 'continue', 'hold', 'Chinese', 'government', 'official', 'accountable', 'for…']"
883,"Americans want a health care system with more choices, lower premiums, and greater flexibility. 

Biden promises to… https://t.co/o3j29HnWMR",Cruz,R,False,"Americans want a health care system with more choices, lower premiums, and greater flexibility. 

Biden promises to… ",14.8,10.98,10.98,"Americans want a health care system with more choices lower premiums and greater flexibility 

Biden promises to… ","['Americans', 'want', 'health', 'care', 'system', 'choices', 'lower', 'premiums', 'greater', 'flexibility', 'Biden', 'promises', 'to…']","['Americans', 'want', 'health', 'care', 'system', 'choice', 'lower', 'premium', 'greater', 'flexibility', 'Biden', 'promise', 'to…']"
884,The same Dems who wanted to ban cows &amp; ground planes to save the environment are shaping Biden’s platform. The Bide… https://t.co/1b48ccVScy,Cruz,R,False,The same Dems who wanted to ban cows &amp; ground planes to save the environment are shaping Biden’s platform. The Bide… ,11.5,6.93,6.93,The same Dems who wanted to ban cows amp ground planes to save the environment are shaping Biden’s platform The Bide… ,"['The', 'Dems', 'wanted', 'ban', 'cows', 'amp', 'ground', 'planes', 'save', 'environment', 'shaping', 'Biden', '’', 'platform', 'The', 'Bide…']","['The', 'Dems', 'wanted', 'ban', 'cow', 'amp', 'ground', 'plane', 'save', 'environment', 'shaping', 'Biden', '’', 'platform', 'The', 'Bide…']"
885,"#BigTech is out of control, and poses a serious threat to both our First Amendment rights and the future of our dem… https://t.co/C76jdxmBsb",Cruz,R,False,"#BigTech is out of control, and poses a serious threat to both our First Amendment rights and the future of our dem… ",9.9,8.32,8.32,BigTech is out of control and poses a serious threat to both our First Amendment rights and the future of our dem… ,"['BigTech', 'control', 'poses', 'serious', 'threat', 'First', 'Amendment', 'rights', 'future', 'dem…']","['BigTech', 'control', 'pose', 'serious', 'threat', 'First', 'Amendment', 'right', 'future', 'dem…']"
886,"Exactly right, @charliekirk11. Universal mail-in voting is not about “public health.” It’s about Democrats trying t… https://t.co/P8q7PEp9S6",Cruz,R,False,"Exactly right, @charliekirk11. Universal mail-in voting is not about “public health.” It’s about Democrats trying t… ",12.3,8.97,8.97,Exactly right charliekirk11 Universal mailin voting is not about “public health” It’s about Democrats trying t… ,"['Exactly', 'right', 'charliekirk11', 'Universal', 'mailin', 'voting', '“', 'public', 'health', '”', 'It', '’', 'Democrats', 'trying', 't…']","['Exactly', 'right', 'charliekirk11', 'Universal', 'mailin', 'voting', '“', 'public', 'health', '”', 'It', '’', 'Democrats', 'trying', 't…']"
887,"Unbelievable.
 
The violent mob is:
✖️Destroying the livelihoods of hardworking Americans
✖️Killing innocent childr… https://t.co/mQAz5HLR3z",Cruz,R,False,"Unbelievable.
 
The violent mob is:
✖️Destroying the livelihoods of hardworking Americans
✖️Killing innocent childr… ",20.9,13.35,13.35,"Unbelievable
 
The violent mob is
✖️Destroying the livelihoods of hardworking Americans
✖️Killing innocent childr… ","['Unbelievable', 'The', 'violent', 'mob', '✖️Destroying', 'livelihoods', 'hardworking', 'Americans', '✖️Killing', 'innocent', 'childr…']","['Unbelievable', 'The', 'violent', 'mob', '✖️Destroying', 'livelihood', 'hardworking', 'Americans', '✖️Killing', 'innocent', 'childr…']"
888,"Before #COVID19, Texas helped the US become the world's top producer of oil &amp; natural gas. Proud to work w/… https://t.co/TRBMp82l6v",Cruz,R,False,"Before #COVID19, Texas helped the US become the world's top producer of oil &amp; natural gas. Proud to work w/… ",5.5,5.71,5.71,Before COVID19 Texas helped the US become the worlds top producer of oil amp natural gas Proud to work w… ,"['Before', 'COVID19', 'Texas', 'helped', 'US', 'become', 'worlds', 'top', 'producer', 'oil', 'amp', 'natural', 'gas', 'Proud', 'work', 'w…']","['Before', 'COVID19', 'Texas', 'helped', 'US', 'become', 'world', 'top', 'producer', 'oil', 'amp', 'natural', 'gas', 'Proud', 'work', 'w…']"
889,Powerful. Every Democrat who thinks it’s a good idea to ‘Defund the Police’ should read this firsthand account from… https://t.co/JyOGyN7SlM,Cruz,R,False,Powerful. Every Democrat who thinks it’s a good idea to ‘Defund the Police’ should read this firsthand account from… ,12.4,7.9,7.9,Powerful Every Democrat who thinks it’s a good idea to ‘Defund the Police’ should read this firsthand account from… ,"['Powerful', 'Every', 'Democrat', 'thinks', '’', 'good', 'idea', '‘', 'Defund', 'Police', '’', 'read', 'firsthand', 'account', 'from…']","['Powerful', 'Every', 'Democrat', 'think', '’', 'good', 'idea', '‘', 'Defund', 'Police', '’', 'read', 'firsthand', 'account', 'from…']"
890,Today's #SCOTUS decisions are significant victories in the fight to protect religious liberty for Americans. I’ll c… https://t.co/2eeXTy6lvk,Cruz,R,False,Today's #SCOTUS decisions are significant victories in the fight to protect religious liberty for Americans. I’ll c… ,15.6,10.98,10.98,Todays SCOTUS decisions are significant victories in the fight to protect religious liberty for Americans I’ll c… ,"['Todays', 'SCOTUS', 'decisions', 'significant', 'victories', 'fight', 'protect', 'religious', 'liberty', 'Americans', 'I', '’', 'c…']","['Todays', 'SCOTUS', 'decision', 'significant', 'victory', 'fight', 'protect', 'religious', 'liberty', 'Americans', 'I', '’', 'c…']"
891,"The @WHO can no longer be trusted. It had an obligation to warn the world about the #coronavirus. Instead, the orga… https://t.co/4AkbTBhwlu",Cruz,R,False,"The @WHO can no longer be trusted. It had an obligation to warn the world about the #coronavirus. Instead, the orga… ",3.6,6.99,6.99,The WHO can no longer be trusted It had an obligation to warn the world about the coronavirus Instead the orga… ,"['The', 'WHO', 'longer', 'trusted', 'It', 'obligation', 'warn', 'world', 'coronavirus', 'Instead', 'orga…']","['The', 'WHO', 'longer', 'trusted', 'It', 'obligation', 'warn', 'world', 'coronavirus', 'Instead', 'orga…']"
892,#USMCA was a big win for the Lone Star State &amp; the 2.2M #TX jobs directly dependent on international trade. Today… https://t.co/lwM0JznPV8,Cruz,R,False,#USMCA was a big win for the Lone Star State &amp; the 2.2M #TX jobs directly dependent on international trade. Today… ,11.1,7.69,7.69,USMCA was a big win for the Lone Star State amp the 22M TX jobs directly dependent on international trade Today… ,"['USMCA', 'big', 'win', 'Lone', 'Star', 'State', 'amp', '22M', 'TX', 'jobs', 'directly', 'dependent', 'international', 'trade', 'Today…']","['USMCA', 'big', 'win', 'Lone', 'Star', 'State', 'amp', '22M', 'TX', 'job', 'directly', 'dependent', 'international', 'trade', 'Today…']"
893,"Rather than follow the Senate’s lead in uniting to condemn #Antisemitism, House Democrats are promoting BDS within… https://t.co/89Lz6oqKOf",Cruz,R,False,"Rather than follow the Senate’s lead in uniting to condemn #Antisemitism, House Democrats are promoting BDS within… ",14.5,10.05,10.05,Rather than follow the Senate’s lead in uniting to condemn Antisemitism House Democrats are promoting BDS within… ,"['Rather', 'follow', 'Senate', '’', 'lead', 'uniting', 'condemn', 'Antisemitism', 'House', 'Democrats', 'promoting', 'BDS', 'within…']","['Rather', 'follow', 'Senate', '’', 'lead', 'uniting', 'condemn', 'Antisemitism', 'House', 'Democrats', 'promoting', 'BDS', 'within…']"
894,.@FBI Director Christopher Wray is exactly right. The Chinese Communist Party uses global communications infrastruc… https://t.co/Y0YXUOjSis,Cruz,R,False,.@FBI Director Christopher Wray is exactly right. The Chinese Communist Party uses global communications infrastruc… ,14.3,13.48,13.48,FBI Director Christopher Wray is exactly right The Chinese Communist Party uses global communications infrastruc… ,"['FBI', 'Director', 'Christopher', 'Wray', 'exactly', 'right', 'The', 'Chinese', 'Communist', 'Party', 'uses', 'global', 'communications', 'infrastruc…']","['FBI', 'Director', 'Christopher', 'Wray', 'exactly', 'right', 'The', 'Chinese', 'Communist', 'Party', 'us', 'global', 'communication', 'infrastruc…']"
895,"Thank you to @HoustonsFirst's Pastor @GreggMatte for inviting me to join you for an episode of 'Real Life, Real Peo… https://t.co/aa0Gkgmccx",Cruz,R,False,"Thank you to @HoustonsFirst's Pastor @GreggMatte for inviting me to join you for an episode of 'Real Life, Real Peo… ",11.4,8.58,8.58,Thank you to HoustonsFirsts Pastor GreggMatte for inviting me to join you for an episode of Real Life Real Peo… ,"['Thank', 'HoustonsFirsts', 'Pastor', 'GreggMatte', 'inviting', 'join', 'episode', 'Real', 'Life', 'Real', 'Peo…']","['Thank', 'HoustonsFirsts', 'Pastor', 'GreggMatte', 'inviting', 'join', 'episode', 'Real', 'Life', 'Real', 'Peo…']"
896,The Chinese Communist Party has forced over one million Uighurs into concentration camps and engaged in ethnic clea… https://t.co/YZGpzkj5i3,Cruz,R,False,The Chinese Communist Party has forced over one million Uighurs into concentration camps and engaged in ethnic clea… ,13.5,8.92,8.92,The Chinese Communist Party has forced over one million Uighurs into concentration camps and engaged in ethnic clea… ,"['The', 'Chinese', 'Communist', 'Party', 'forced', 'one', 'million', 'Uighurs', 'concentration', 'camps', 'engaged', 'ethnic', 'clea…']","['The', 'Chinese', 'Communist', 'Party', 'forced', 'one', 'million', 'Uighurs', 'concentration', 'camp', 'engaged', 'ethnic', 'clea…']"
897,"This is the 1984-style dystopian state the people of Hong Kong fought tirelessly to prevent.
 
We must stand strong… https://t.co/A0TUQ9nYpV",Cruz,R,False,"This is the 1984-style dystopian state the people of Hong Kong fought tirelessly to prevent.
 
We must stand strong… ",12.4,7.07,7.07,"This is the 1984style dystopian state the people of Hong Kong fought tirelessly to prevent
 
We must stand strong… ","['This', '1984style', 'dystopian', 'state', 'people', 'Hong', 'Kong', 'fought', 'tirelessly', 'prevent', 'We', 'must', 'stand', 'strong…']","['This', '1984style', 'dystopian', 'state', 'people', 'Hong', 'Kong', 'fought', 'tirelessly', 'prevent', 'We', 'must', 'stand', 'strong…']"
